"full_name","num_of_brands","brand_diversity_status"
"Eleanor Terrazas","15","Low Diversity"
"Eleanor Wachterman","7","Low Diversity"
"Eleanore Schiro","7","Low Diversity"
"Elena Santos","14","Low Diversity"
"Elena Trost","5","Low Diversity"
"Elena Turkette","29","Medium Diversity"
"Elenore Chambers","10","Low Diversity"
"Eli Bartolemo","13","Low Diversity"
"Eli Waterhouse","6","Low Diversity"
"Elisa Belloni","25","Medium Diversity"
"Elisa Caruso","20","Medium Diversity"
"Elisa Morrow","11","Low Diversity"
"Elisa Rivera","32","Medium Diversity"
"Elisabeth Duncan","33","Medium Diversity"
"Elisabeth Stogner","16","Low Diversity"
"Elise Arazia","54","High Diversity"
"Elise Mercer","14","Low Diversity"
"Eliza Bittner","10","Low Diversity"
"Elizabeth Adkins","11","Low Diversity"
"Elizabeth Anderson","18","Low Diversity"
"Elizabeth Archuleta","77","High Diversity"
"Elizabeth Arnold","13","Low Diversity"
"Elizabeth Berkebile","5","Low Diversity"
"Elizabeth Bill","7","Low Diversity"
"Elizabeth Borg","20","Medium Diversity"
"Elizabeth Bowman","16","Low Diversity"
"Elizabeth Bryson","22","Medium Diversity"
"Elizabeth Bunn","19","Low Diversity"
"Elizabeth Cartan","22","Medium Diversity"
"Elizabeth Carter","37","Medium Diversity"
"Elizabeth Cartwright","10","Low Diversity"
"Elizabeth Case","10","Low Diversity"
"Elizabeth Catalano","12","Low Diversity"
"Elizabeth Dehart","3","Low Diversity"
"Elizabeth Dickerson","11","Low Diversity"
"Elizabeth Dieball","63","High Diversity"
"Elizabeth Fazio","8","Low Diversity"
"Elizabeth Fehr","6","Low Diversity"
"Elizabeth Flores","4","Low Diversity"
"Elizabeth Heil","4","Low Diversity"
"Elizabeth Hendrick","38","Medium Diversity"
"Elizabeth Horne","47","Medium Diversity"
"Elizabeth Huff","42","Medium Diversity"
"Elizabeth Kunkle","8","Low Diversity"
"Elizabeth Leong","17","Low Diversity"
"Elizabeth Martin","14","Low Diversity"
"Elizabeth Mason","45","Medium Diversity"
"Elizabeth Maydew","6","Low Diversity"
"Elizabeth McBride","48","Medium Diversity"
"Elizabeth Moss","26","Medium Diversity"
"Elizabeth Norick","26","Medium Diversity"
"Elizabeth Peoples","9","Low Diversity"
"Elizabeth Ragulsky","60","High Diversity"
"Elizabeth Ritchie","40","Medium Diversity"
"Elizabeth Smith","4","Low Diversity"
"Elizabeth Sullivan","7","Low Diversity"
"Elizabeth Thor","4","Low Diversity"
"Elizabeth Von Waldegg Ii","21","Medium Diversity"
"Elizabeth Wansink","9","Low Diversity"
"Elizabeth Wesley","37","Medium Diversity"
"Elizabeth Willumstad","22","Medium Diversity"
"Elizabeth Wuest","13","Low Diversity"
"Elizabeth Zuvich","21","Medium Diversity"
"Elke Smarr","5","Low Diversity"
"Ella Barrilleaux","52","High Diversity"
"Ella Burks","13","Low Diversity"
"Ella Dickinson","21","Medium Diversity"
"Ella Ferris","14","Low Diversity"
"Ella Worth","6","Low Diversity"
"Ellen Allen","40","Medium Diversity"
"Ellen Booth","6","Low Diversity"
"Ellen Brown","2","Low Diversity"
"Ellen Gray","16","Low Diversity"
"Ellen Martino","3","Low Diversity"
"Ellen Navarro","11","Low Diversity"
"Ellen Newland","12","Low Diversity"
"Ellen Prather","5","Low Diversity"
"Ellen Sloan","22","Medium Diversity"
"Ellen Takaki","7","Low Diversity"
"Ellen Thoreson","33","Medium Diversity"
"Ellen Tripp","9","Low Diversity"
"Ellen Waits","3","Low Diversity"
"Ellen Wilson","3","Low Diversity"
"Elliott Burtchaell","9","Low Diversity"
"Ellis Owens","27","Medium Diversity"
"Ellis Richardson","13","Low Diversity"
"Elma Smith","52","High Diversity"
"Elmer Partin","31","Medium Diversity"
"Elmer Purcell, Sr.","28","Medium Diversity"
"Elmer Rich","13","Low Diversity"
"Elmer Villaluz","17","Low Diversity"
"Elmer Zablah","18","Low Diversity"
"Eloise Currier","32","Medium Diversity"
"Eloise Visperas","10","Low Diversity"
"Elsabel Matthews","39","Medium Diversity"
"Else Aleksic","25","Medium Diversity"
"Elsie Baltazor","11","Low Diversity"
"Elsie Lewin","31","Medium Diversity"
"Elsie Maggart","70","High Diversity"
"Elsie Smith","37","Medium Diversity"
"Elsie Trujillo","20","Medium Diversity"
"Elvera Brummett","14","Low Diversity"
"Elvera Lipes","20","Medium Diversity"
"Elvira Carmichael","11","Low Diversity"
"Elvira Valderrama","12","Low Diversity"
"Elwood Campbell","28","Medium Diversity"
"Elwood Carter","44","Medium Diversity"
"Elydia Rayner","15","Low Diversity"
"Elza Topp","29","Medium Diversity"
"Emanuel Doidge","19","Low Diversity"
"Emanuel Grundmann","24","Medium Diversity"
"Emebet Thompson","11","Low Diversity"
"Emilia Stacks","7","Low Diversity"
"Emilio Alvaro","62","High Diversity"
"Emilio Martinez","27","Medium Diversity"
"Emilo Miller","40","Medium Diversity"
"Emily Barela","64","High Diversity"
"Emily Bayat","8","Low Diversity"
"Emily Bellamy","3","Low Diversity"
"Emily Beman","17","Low Diversity"
"Emily Bostick","11","Low Diversity"
"Emily Brandt","26","Medium Diversity"
"Emily Cayo","12","Low Diversity"
"Emily Gerber","9","Low Diversity"
"Emily Meek","13","Low Diversity"
"Emma Gillis","15","Low Diversity"
"Emma Gordon","7","Low Diversity"
"Emma Johnson","6","Low Diversity"
"Emma Lou Kruse","22","Medium Diversity"
"Emma Louise Prewitt","3","Low Diversity"
"Emmett Collins","12","Low Diversity"
"Emmett Hauck","47","Medium Diversity"
"Emmett Taylor, Jr.","35","Medium Diversity"
"Emmitt McKnight","4","Low Diversity"
"Enid Fleming","26","Medium Diversity"
"Eran Tipton","6","Low Diversity"
"Erelyn Stephens","59","High Diversity"
"Eric Abbott","9","Low Diversity"
"Eric Alipranti","23","Medium Diversity"
"Eric Auld","5","Low Diversity"
"Eric Barry","20","Medium Diversity"
"Eric Callahan","49","Medium Diversity"
"Eric Carroll","6","Low Diversity"
"Eric Coleman","39","Medium Diversity"
"Eric Comden","36","Medium Diversity"
"Eric Ford","2","Low Diversity"
"Eric Hall","38","Medium Diversity"
"Eric Hallstrand","28","Medium Diversity"
"Eric Jacobsen","18","Low Diversity"
"Eric Long","8","Low Diversity"
"Eric Oberheide","14","Low Diversity"
"Eric Renn","30","Medium Diversity"
"Eric Singh","31","Medium Diversity"
"Eric Smith","17","Low Diversity"
"Eric Soto","14","Low Diversity"
"Eric Szuggar","38","Medium Diversity"
"Eric Tuszynski","64","High Diversity"
"Eric Villes","24","Medium Diversity"
"Eric Waggoner","18","Low Diversity"
"Eric Winters","81","High Diversity"
"Erica Dehner","16","Low Diversity"
"Erica Goldblatt","21","Medium Diversity"
"Erica Munday","5","Low Diversity"
"Erica Phelps","34","Medium Diversity"
"Erica Smigowski","5","Low Diversity"
"Erica Wall","8","Low Diversity"
"Erika Anderson","28","Medium Diversity"
"Eriko Mitchell","17","Low Diversity"
"Erin Allen","14","Low Diversity"
"Erin Angelbeck","2","Low Diversity"
"Erin Avery","27","Medium Diversity"
"Erin Costar","57","High Diversity"
"Erin Potter","4","Low Diversity"
"Erin Smith","35","Medium Diversity"
"Erin Tubbs","61","High Diversity"
"Erin Yielding","7","Low Diversity"
"Erma Camille","7","Low Diversity"
"Ermias Fowler","26","Medium Diversity"
"Ernest Aiello","30","Medium Diversity"
"Ernest Huckaby","46","Medium Diversity"
"Ernest Kiser","3","Low Diversity"
"Ernest Staton","24","Medium Diversity"
"Ernest Woodie","23","Medium Diversity"
"Ernestine Thomsen","27","Medium Diversity"
"Ernesto Chapman","9","Low Diversity"
"Ernie Northcutt","34","Medium Diversity"
"Ernie Thomson","5","Low Diversity"
"Erre Manke","16","Low Diversity"
"Erryn Shellberg","9","Low Diversity"
"Ervan Lamers","15","Low Diversity"
"Estela Dvorak","73","High Diversity"
"Estela Grando","34","Medium Diversity"
"Estella Tiedemann","36","Medium Diversity"
"Ester Quintana","12","Low Diversity"
"Esther Angel","11","Low Diversity"
"Esther Bailey","4","Low Diversity"
"Esther Cipolla","14","Low Diversity"
"Esther Koehlinger","3","Low Diversity"
"Esther Krueger","16","Low Diversity"
"Esther Logsdon","2","Low Diversity"
"Esther Murphy","35","Medium Diversity"
"Esther Norris","24","Medium Diversity"
"Esther Phelps","9","Low Diversity"
"Esther Pixler","64","High Diversity"
"Estrella Clinche","6","Low Diversity"
"Ethan Bunosky","42","Medium Diversity"
"Ethel Bancroft","25","Medium Diversity"
"Ethel Belyeu","29","Medium Diversity"
"Ethel Bree","6","Low Diversity"
"Ethel Hardin","13","Low Diversity"
"Ethel Polizzi","17","Low Diversity"
"Ethel Porter","14","Low Diversity"
"Ethel Reiners","49","Medium Diversity"
"Ethel Tankhilevich","13","Low Diversity"
"Eugene Bowman","56","High Diversity"
"Eugene Frank","16","Low Diversity"
"Eugene Goodwater","27","Medium Diversity"
"Eugene Romero","19","Low Diversity"
"Eugene Sandoval","5","Low Diversity"
"Eugene Stewart","15","Low Diversity"
"Eugene Stockton","13","Low Diversity"
"Eugene Walker","24","Medium Diversity"
"Eula Driscole","8","Low Diversity"
"Eulene Coenen","43","Medium Diversity"
"Eunice Barton","41","Medium Diversity"
"Eunice Jackson","45","Medium Diversity"
"Eunice Jones","35","Medium Diversity"
"Eunice Lunsford","54","High Diversity"
"Eunice Richendollar","26","Medium Diversity"
"Eunice Taylor","12","Low Diversity"
"Eunice Wolf","39","Medium Diversity"
"Eva Carson","9","Low Diversity"
"Eva Green","12","Low Diversity"
"Eva Hamill","21","Medium Diversity"
"Eva Towery","8","Low Diversity"
"Evalyn Gilliom","12","Low Diversity"
"Evan Haun","15","Low Diversity"
"Evart Bates","6","Low Diversity"
"Eve Bice","7","Low Diversity"
"Evelyn Bowers","15","Low Diversity"
"Evelyn Brauner","22","Medium Diversity"
"Evelyn Brown","33","Medium Diversity"
"Evelyn Burgess","5","Low Diversity"
"Evelyn Clay","42","Medium Diversity"
"Evelyn Coursey","23","Medium Diversity"
"Evelyn Delvanti","20","Medium Diversity"
"Evelyn Knoetgen","2","Low Diversity"
"Evelyn Lombardi","14","Low Diversity"
"Evelyn Lopez","13","Low Diversity"
"Evelyn McGee","16","Low Diversity"
"Evelyn Noone","5","Low Diversity"
"Evelyn Oechsle","2","Low Diversity"
"Evelyn Orazem","9","Low Diversity"
"Evelyn Tang","39","Medium Diversity"
"Evelyn Thomas","34","Medium Diversity"
"Evelyn Thompson","11","Low Diversity"
"Evelyn Wilson","21","Medium Diversity"
"Evelyn Wright","23","Medium Diversity"
"Evelyn Zilen","13","Low Diversity"
"Evelynn McNay","24","Medium Diversity"
"Everett Bontiglio","7","Low Diversity"
"Everett Putt","19","Low Diversity"
"Everett Sayre","7","Low Diversity"
"Everett Vandermey","28","Medium Diversity"
"Everett Wallace","15","Low Diversity"
"Everrett Coleman","8","Low Diversity"
"Ewing Bostick","20","Medium Diversity"
"Eyra Green","17","Low Diversity"
"Ezelle Kent","10","Low Diversity"
"Ezra Palmieri","46","Medium Diversity"
"F. Dowdy","39","Medium Diversity"
"F. Keith Steffanson","3","Low Diversity"
"F. Wes Bradley","26","Medium Diversity"
"Fabian Flagg","24","Medium Diversity"
"Fae Caprio","14","Low Diversity"
"Fahim Watson","10","Low Diversity"
"Faisad Welsh","29","Medium Diversity"
"Faith Gustafson","5","Low Diversity"
"Faith Schroeder","24","Medium Diversity"
"Faith Von Breymann","16","Low Diversity"
"Fannye Weber","8","Low Diversity"
"Farangis Golden","4","Low Diversity"
"Farrell Briar","26","Medium Diversity"
"Fatima Larsen","3","Low Diversity"
"Fawn Butterfield","11","Low Diversity"
"Fay Finke","12","Low Diversity"
"Faye Gulick","7","Low Diversity"
"Faye Vaughn","15","Low Diversity"
"Faye Wilson","17","Low Diversity"
"Felicia Bergesen","24","Medium Diversity"
"Felicia Stockman","5","Low Diversity"
"Felicidad Hart","16","Low Diversity"
"Felipe Triolo","48","Medium Diversity"
"Felix Kochle","20","Medium Diversity"
"Fern Ploeger","15","Low Diversity"
"Fernando Suresy","8","Low Diversity"
"Filemon Whitaker","18","Low Diversity"
"Filomena Visser","18","Low Diversity"
"Finis Casaus","7","Low Diversity"
"Fira Angle","28","Medium Diversity"
"Flor Tyler","6","Low Diversity"
"Flora Budd","17","Low Diversity"
"Florence Benson","16","Low Diversity"
"Florence Bowen","24","Medium Diversity"
"Florence Cooke","14","Low Diversity"
"Florence Disch","35","Medium Diversity"
"Florence Hunt","21","Medium Diversity"
"Florence Pratt","29","Medium Diversity"
"Florence Rosemont","4","Low Diversity"
"Florence Solari","16","Low Diversity"
"Florence Tabor","17","Low Diversity"
"Florence Vonholt","8","Low Diversity"
"Florence Walls","3","Low Diversity"
"Florence Wood","21","Medium Diversity"
"Florencia Scott","4","Low Diversity"
"Florentius Bass","19","Low Diversity"
"Florianne Helton","15","Low Diversity"
"Florinda Voeltz","24","Medium Diversity"
"Flossie Rosemont","31","Medium Diversity"
"Floyd Barton","5","Low Diversity"
"Floyd Mehaffy","31","Medium Diversity"
"Floyd Staples","4","Low Diversity"
"Floyd Valle","43","Medium Diversity"
"Forrest Berg","61","High Diversity"
"Foster Detwiler","19","Low Diversity"
"Fran Highfill","11","Low Diversity"
"Fran McEvilly","64","High Diversity"
"Fran Ross","20","Medium Diversity"
"Fran Terry","40","Medium Diversity"
"Frances Adams","16","Low Diversity"
"Frances Anthony","8","Low Diversity"
"Frances Aochi","9","Low Diversity"
"Frances Bennett","20","Medium Diversity"
"Frances Cordova","24","Medium Diversity"
"Frances Cox","12","Low Diversity"
"Frances Creech","7","Low Diversity"
"Frances Erickson","31","Medium Diversity"
"Frances Giglio","20","Medium Diversity"
"Frances Hansen","26","Medium Diversity"
"Frances Kelly","2","Low Diversity"
"Frances Lodowsky","2","Low Diversity"
"Frances Norquist","30","Medium Diversity"
"Frances Pritts","41","Medium Diversity"
"Frances Schultz","31","Medium Diversity"
"Frances Stovall","23","Medium Diversity"
"Frances Sturhe","10","Low Diversity"
"Frances Whilhite","27","Medium Diversity"
"Frances Whiting","25","Medium Diversity"
"Francine Brickley","2","Low Diversity"
"Francis Bradshaw","5","Low Diversity"
"Francis Brown","20","Medium Diversity"
"Francis Newcome","12","Low Diversity"
"Francis Woods","15","Low Diversity"
"Francisca Beard","34","Medium Diversity"
"Francisco Lascano","9","Low Diversity"
"Frank Abeyta","20","Medium Diversity"
"Frank Angella","33","Medium Diversity"
"Frank Attiga","2","Low Diversity"
"Frank Ayala","52","High Diversity"
"Frank Bateman","25","Medium Diversity"
"Frank Bogart","8","Low Diversity"
"Frank Bonanno","10","Low Diversity"
"Frank Bowley","16","Low Diversity"
"Frank Brink","13","Low Diversity"
"Frank Buckman","49","Medium Diversity"
"Frank Bush","58","High Diversity"
"Frank Churchfield","62","High Diversity"
"Frank Cobb","23","Medium Diversity"
"Frank Cortez","10","Low Diversity"
"Frank Darrell","69","High Diversity"
"Frank Deluca","7","Low Diversity"
"Frank Freeze","25","Medium Diversity"
"Frank Frye","29","Medium Diversity"
"Frank Ginsbach","9","Low Diversity"
"Frank Henry","17","Low Diversity"
"Frank Hughey","12","Low Diversity"
"Frank Johnson","24","Medium Diversity"
"Frank Johnston","16","Low Diversity"
"Frank Jones","14","Low Diversity"
"Frank Kessler","7","Low Diversity"
"Frank Martinez","11","Low Diversity"
"Frank May","6","Low Diversity"
"Frank Pierson","9","Low Diversity"
"Frank Pilot","7","Low Diversity"
"Frank Rivera","2","Low Diversity"
"Frank Roman","42","Medium Diversity"
"Frank Ross","11","Low Diversity"
"Frank Sanchez","24","Medium Diversity"
"Frank Slusher","7","Low Diversity"
"Frank Verdugo","19","Low Diversity"
"Frank White","20","Medium Diversity"
"Frankie Beyer","10","Low Diversity"
"Franklin Biachi","27","Medium Diversity"
"Franklin Castillo","28","Medium Diversity"
"Franklin Horner","2","Low Diversity"
"Franklin Smith","6","Low Diversity"
"Frazier Godsey","26","Medium Diversity"
"Fred Apodoca","17","Low Diversity"
"Fred Bennett","12","Low Diversity"
"Fred Bolla","12","Low Diversity"
"Fred Breuner","16","Low Diversity"
"Fred Bridgeman","22","Medium Diversity"
"Fred Burton","10","Low Diversity"
"Fred Estorgia","40","Medium Diversity"
"Fred Hopkins","24","Medium Diversity"
"Fred Kelley","14","Low Diversity"
"Fred Madlener","17","Low Diversity"
"Fred Makris","33","Medium Diversity"
"Fred Parker","7","Low Diversity"
"Fred Rodriguez","11","Low Diversity"
"Fred Seroy","26","Medium Diversity"
"Fred Smith","7","Low Diversity"
"Fred Tam","14","Low Diversity"
"Fred Tato","20","Medium Diversity"
"Fred Thoma","10","Low Diversity"
"Fred Trujillo","6","Low Diversity"
"Fred Williamson","11","Low Diversity"
"Fred Zimmerman","6","Low Diversity"
"Freda Brown","52","High Diversity"
"Freda Cope","10","Low Diversity"
"Freda Velasco","19","Low Diversity"
"Freddie Briscoe","54","High Diversity"
"Freddie Connell","16","Low Diversity"
"Freddie Farino","6","Low Diversity"
"Freddie Stephens","22","Medium Diversity"
"Freddy Quintana","10","Low Diversity"
"Frederick Ambriz","31","Medium Diversity"
"Frederick Caldara","9","Low Diversity"
"Frederick Castillo","20","Medium Diversity"
"Frederick Crosby","6","Low Diversity"
"Frederick Hall","17","Low Diversity"
"Frederick Neill","58","High Diversity"
"Frederick Pigman","46","Medium Diversity"
"Frederick Vale","3","Low Diversity"
"Frederick Whitten","37","Medium Diversity"
"Fredrick Vigil","6","Low Diversity"
